Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Overdue,Answered,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,SLA Due Date,Breached SLA
111481,8/11/2020 9:53,Exclude Public Holidays from Absence Duration ,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,3/5/2021 16:53,,0,1,Jared Smith,JDE Support Team,22,5,,,Close Ticket,No SLA Request,No Value
111515,9/30/2020 22:44,Submission of Leave ,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,2/19/2021 16:50,,0,1,Jared Smith,JDE Support Team,23,2,,,Close Ticket,No SLA Request,No Value
111400,3/11/2020 18:17,Assistance for iProcurement Page Personalization,Riza Richardson,rrichardson@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,2/16/2021 14:18,,0,1,Jared Smith,JDE Support Team,57,8,,,Open ,No SLA Request,No Value
111578,12/10/2020 10:42,Clear Cache Browser Concern,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,2/10/2021 17:28,,0,1,Jared Smith,SAP Support Team,12,1,,,Close Ticket,No SLA Request,No Value
111591,1/12/2021 16:26,Instance Connection Details ,Troy Daniels,troy.daniels@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,1/29/2021 17:21,,0,1,Jared Smith,JDE Support Team,11,2,,,New Ticket,No SLA Request,No Value
111589,1/6/2021 15:26,View Leave Balance Error Page,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,1/18/2021 18:05,,0,1,Jared Smith,JDE Support Team,6,2,,,New Ticket,No SLA Request,No Value
111445,6/16/2020 9:27,Procedure or Document about Refreshing DB,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,12/11/2020 20:13,,0,0,Jose Satary,SAP Support Team,4,0,,,Open ,No SLA Request,No Value
111579,12/11/2020 15:46,SPMS Report,Jane Wilberts,jwilberts@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,12/11/2020 15:46,,0,1,Jose Satary,JDE Support Team,4,0,,,New Ticket,No SLA Request,No Value
111537,10/19/2020 18:30,Application of Leave Error,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,10/19/2020 18:30,,0,1,Jose Satary,JDE Support Team,4,1,,,Close Ticket,No SLA Request,No Value
111532,10/9/2020 15:19,"9.2 Dev DB backup, then restore to 9.2 Test",Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,10/9/2020 15:20,,0,1,Jose Satary,SAP Support Team,2,0,,,New Ticket,No SLA Request,No Value
111465,7/9/2020 12:28,test,Jovan Brown,jovan_brown@mailinator.com,Low,Internal Technical Department,Request,Web,Open,7/9/2020 12:28,,1,0,Raya Musk,Help Desk Team,1,0,,,New Ticket,No SLA Request,No Value
111433,6/3/2020 14:35,Request ECI for the Student Advisor Page,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,6/26/2020 17:58,,0,1,Jared Smith,SAP Support Team,18,3,,,New Ticket,No SLA Request,No Value
111422,5/15/2020 18:10,JDE Error Page After Prod Activity,Kenex Willows,kwillows@yahoo.com,Low,SAP JDE Support Department,Request,Web,Closed,6/16/2020 17:48,,0,1,Jared Smith,JDE Support Team,9,2,,,New Ticket,No SLA Request,No Value
111392,2/27/2020 9:14,Tagging Completion Error,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,4/2/2020 17:24,,0,1,Jared Smith,SAP Support Team,25,5,,,Close Ticket,No SLA Request,No Value
111285,8/9/2019 13:05,Removing Student program/plan.,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,12/13/2019 18:06,,0,1,Jared Smith,SAP Support Team,26,2,,,New Ticket,No SLA Request,No Value
111287,8/14/2019 17:01,Integration Gateway Error,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,8/27/2019 17:10,,0,1,Jared Smith,SAP Support Team,7,2,,,Close Ticket,No SLA Request,No Value
111218,5/30/2019 14:03,Unable to show the Class in AA UI / Report,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,7/22/2019 17:25,,0,1,Jared Smith,SAP Support Team,36,1,,,Close Ticket,No SLA Request,No Value
111239,6/20/2019 15:00,We cannot find UP_FORM5_1.,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,7/15/2019 15:19,,0,1,Jared Smith,SAP Support Team,9,1,,,Close Ticket,No SLA Request,No Value
111202,5/15/2019 13:07,Can't access Dev. Instance,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,6/14/2019 13:52,,0,1,Jared Smith,SAP Support Team,14,3,,,New Ticket,No SLA Request,No Value
111205,5/17/2019 15:33,Faculty Roles for Viewing Query Report,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,5/17/2019 17:51,,0,1,Jared Smith,SAP Support Team,6,2,,,New Ticket,No SLA Request,No Value
111128,2/15/2019 16:42,Component Interface based Web Services ERROR,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,3/5/2019 18:07,,0,1,Jared Smith,SAP Support Team,21,2,,,New Ticket,No SLA Request,No Value
111601,1/28/2021 17:07,Slow Performance ,Aurora Miller,aurora.miller@outlook.com,High,SAP JDE Support Department,Incident / Problem,Web,Closed,1/29/2021 17:14,10/19/2020 22:00,0,1,Jared Smith,SAP Support Team,6,2,NON-PROD,DEVELOPMENT,Close Ticket,2/2/2021 0:00,Yes
111409,4/15/2020 11:46,Server failed to start (Application Server),John Brown,jbrown@outlook.com,High,SAP JDE Support Department,Incident / Problem,Web,Closed,4/16/2020 15:34,7/16/2019 22:47,0,1,Jared Smith,AWS Team,6,1,PROD,DEVELOPMENT,New Ticket,4/20/2020 0:00,Yes
111317,10/4/2019 12:19,Scheduled Payment Amount different from DV Amount,Kenex Willows,kwillows@yahoo.com,High,SAP JDE Support Department,Incident / Problem,Web,Closed,10/7/2019 17:26,6/10/2019 17:15,0,1,Jared Smith,JDE Support Team,7,4,PROD,PRODUCTION,New Ticket,10/9/2019 0:00,Yes
111281,8/2/2019 14:46,"SAP Production Slowdown ( August 2, 2019 ) ",Aurora Miller,aurora.miller@outlook.com,High,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019 8:32,3/20/2019 23:44,0,1,Jared Smith,SAP Support Team,7,2,NON-PROD,TEST,New Ticket,8/7/2019 0:00,Yes
111162,4/1/2019 11:21,SAP Dev Instance can’t be reached,John Brown,jbrown@outlook.com,High,SAP JDE Support Department,Incident / Problem,Web,Closed,4/3/2019 18:07,9/17/2023 2:16,0,1,Jared Smith,SAP Support Team,11,2,NON-PROD,PRODUCTION,New Ticket,4/4/2019 0:00,Yes
111158,3/28/2019 10:23,Maximum Number of Session Exceeded and Page Error,John Brown,jbrown@outlook.com,High,SAP JDE Support Department,Incident / Problem,Web,Closed,4/1/2019 17:44,3/29/2021 16:54,0,1,Jared Smith,SAP Support Team,12,1,PROD,TEST,New Ticket,4/2/2019 0:00,Yes
111660,4/8/2021 8:40,Cannot open attachment in JDE SIT,Erick White,ewhite@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,4/8/2021 8:40,3/27/2021 18:33,0,1,Mark Jikkins,JDE Support Team,3,0,PROD,TEST,New Ticket,4/15/2021 0:00,Yes
111658,4/6/2021 15:28,Creation of User for Integration Broker permission,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,4/6/2021 15:28,2/18/2021 3:32,0,0,Satya Prakash,SAP Support Team,2,0,NON-PROD,TEST,Close Ticket,4/13/2021 0:00,Yes
111651,3/24/2021 16:54,Post Issue - SAP Slow Performance,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Phone,Open,3/30/2021 18:54,2/10/2021 22:53,1,0,Satya Prakash,SAP Support Team,4,0,NON-PROD,TEST,Close Ticket,3/31/2021 0:00,Yes
111654,3/26/2021 10:23,Cloudflare blocked uploading xml,Erick White,ewhite@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,3/30/2021 14:33,2/9/2021 4:34,0,0,Raya Musk,JDE Support Team,17,0,PROD,PRODUCTION,Close Ticket,4/2/2021 0:00,Yes
111653,3/25/2021 19:06,"Expression output on Query Manager,",Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,3/26/2021 16:37,1/20/2021 11:31,0,1,Raya Musk,SAP Support Team,5,0,PROD,PRODUCTION,Close Ticket,4/1/2021 0:00,Yes
111646,3/22/2021 18:25,[Test Only]:::[SAP]Page not available,Cherie Mercurie,cmercurie@outlook.com,Normal,Internal Technical Department,Incident / Problem,Web,Resolved,3/22/2021 18:25,12/19/2020 2:21,1,1,Raya Musk,Help Desk Team,5,1,NON-PROD,TEST,New Ticket,3/29/2021 0:00,Yes
111638,3/16/2021 16:26,Test Ticket,Cherie Mercurie,cmercurie@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,3/16/2021 16:26,7/27/2023 5:07,1,0,Raya Musk,Help Desk Team,2,0,PROD,PRODUCTION,New Ticket,3/23/2021 0:00,Yes
111635,3/11/2021 11:54,Configuration related to web browser to open Java ,Erick White,ewhite@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Other,Open,3/11/2021 11:54,11/21/2020 4:01,0,1,Raya Musk,JDE Support Team,3,1,NON-PROD,TEST,New Ticket,3/18/2021 0:00,Yes
111631,3/5/2021 15:49,[SAP] Page is not available,Cherie Mercurie,cmercurie@outlook.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,3/5/2021 15:49,12/2/2020 3:29,1,0,Raya Musk,Help Desk Team,2,0,NON-PROD,DEVELOPMENT,New Ticket,3/12/2021 0:00,Yes
111629,3/5/2021 10:49,Test Ticket,Cherie Mercurie,cmercurie@outlook.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,3/5/2021 10:49,10/10/2020 3:34,1,0,Raya Musk,Help Desk Team,3,0,"PROD,PROD",PRODUCTION,New Ticket,3/12/2021 0:00,Yes
111620,2/19/2021 15:07,Closing Payables Accounting Period Issue,Kimberly Jones,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,2/19/2021 15:07,8/10/2020 22:17,0,1,Raya Musk,JDE Support Team,2,0,NON-PROD,PRODUCTION,New Ticket,2/26/2021 0:00,Yes
111618,2/15/2021 17:07,Integration Broker Issue (TEST),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,2/15/2021 17:07,10/27/2020 17:00,0,1,Raya Musk,SAP Support Team,2,1,PROD,PRODUCTION,New Ticket,2/22/2021 0:00,Yes
111603,1/29/2021 11:37,Error on ODSM.,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Open,1/29/2021 11:37,10/20/2020 17:00,1,1,Raya Musk,SAP Support Team,2,1,PROD,PRODUCTION,New Ticket,2/5/2021 0:00,Yes
111595,1/22/2021 10:14,ISO copying problem,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,1/22/2021 10:14,10/7/2020 17:00,1,1,Raya Musk,Help Desk Team,3,0,PROD,TEST,New Ticket,1/29/2021 0:00,Yes
111594,1/21/2021 8:49,Laptop has been experiencing more crashes,Willard Smith,willard.smith@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,1/21/2021 8:49,9/29/2020 2:26,1,1,Raya Musk,Network Team,2,0,PROD,PRODUCTION,New Ticket,1/28/2021 0:00,Yes
111569,12/2/2020 18:51,100% usage Disk (Windows 10),Belle Garner,belle.garner@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,12/2/2020 18:51,8/17/2020 19:44,1,1,Raya Musk,Network Team,3,3,NON-PROD,DEVELOPMENT,New Ticket,12/9/2020 0:00,Yes
111559,11/19/2020 9:35,JDE Downtime (Post Issue Ticket),Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/24/2020 17:39,6/4/2020 2:14,0,1,Jared Smith,JDE Support Team,7,2,NON-PROD,DEVELOPMENT,Close Ticket,11/26/2020 0:00,Yes
111544,10/28/2020 9:34,laptop memory upgrade,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,11/3/2020 17:31,7/8/2020 17:00,0,1,Jared Smith,Network Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,11/4/2020 0:00,Yes
111538,10/20/2020 14:34,Microsoft Office Installation and Firmware update,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,10/23/2020 20:48,7/10/2020 0:40,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,10/27/2020 0:00,Yes
111536,10/19/2020 13:56,Google Drive not working ,Atom Short,atom.short@gmail.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,10/23/2020 20:47,7/10/2020 0:18,0,1,Jared Smith,Network Team,4,0,NON-PROD,PRODUCTION,New Ticket,10/26/2020 0:00,Yes
111527,10/6/2020 11:31,Sophos Firewall Support,Charles Thomas,charles.thomas@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/9/2020 18:17,4/15/2020 17:00,0,1,Jared Smith,Network Team,6,1,NON-PROD,TEST,New Ticket,10/13/2020 0:00,Yes
111514,9/30/2020 12:18,Dell SoppotAssist has detected a failing component,Paul Rivers,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/2020 12:18,12/31/2018 9:00,1,1,Raya Musk,Network Team,2,0,PROD,DEVELOPMENT,New Ticket,10/7/2020 0:00,Yes
111513,9/30/2020 12:16,Dell SoppotAssist has detected a failing component,Paul Rivers,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/2020 12:16,1/4/2020 1:35,1,1,Raya Musk,Network Team,2,0,PROD,DEVELOPMENT,New Ticket,10/7/2020 0:00,Yes
111512,9/30/2020 11:38,Dell SoppotAssist has detected a failing component,Paul Rivers,privers@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Open,9/30/2020 11:38,10/15/2019 4:36,1,1,Raya Musk,Network Team,2,0,NON-PROD,DEVELOPMENT,Close Ticket,10/7/2020 0:00,Yes
111471,7/16/2020 18:22,Slow performance laptop,Rue Whitaker,rue.whitaker@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Phone,Open,7/16/2020 18:34,10/14/2019 7:00,1,1,Raya Musk,Help Desk Team,4,0,,,Close Ticket,7/23/2020 0:00,Yes
111466,7/9/2020 12:40,test using list,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020 12:40,9/26/2019 4:35,1,0,Raya Musk,Help Desk Team,1,0,,,New Ticket,7/16/2020 0:00,Yes
111463,7/9/2020 12:18,assdasd testing,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020 12:18,9/21/2019 4:18,1,0,Raya Musk,Help Desk Team,1,0,,,New Ticket,7/16/2020 0:00,Yes
111462,7/9/2020 12:12,testing not working,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020 12:12,9/27/2019 17:00,1,0,Raya Musk,Help Desk Team,1,0,,,New Ticket,7/16/2020 0:00,Yes
111461,7/9/2020 12:09,testing ticketing not appearing,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020 12:09,6/20/2019 17:00,1,0,Raya Musk,Help Desk Team,1,0,,,New Ticket,7/16/2020 0:00,Yes
111460,7/9/2020 12:06,cannot see category in ticketing,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020 12:06,5/28/2019 3:57,1,0,Raya Musk,Help Desk Team,1,0,,,New Ticket,7/16/2020 0:00,Yes
111413,4/17/2020 18:29,test,Jovan Brown,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,4/17/2020 18:29,7/31/2019 19:00,1,0,Jose Satary,Help Desk Team,1,0,,,Close Ticket,4/24/2020 0:00,Yes
111389,2/13/2020 12:20,Unable to startup the VNCServer,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/17/2020 10:00,6/20/2019 4:04,0,1,Jared Smith,SAP Support Team,7,1,,,Close Ticket,2/20/2020 0:00,Yes
111345,11/15/2019 18:10,JDE TEST - slowdown,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/21/2019 17:45,3/27/2019 3:42,0,1,Jared Smith,JDE Support Team,7,1,,,New Ticket,11/22/2019 0:00,Yes
111329,10/18/2019 15:57,PROD: Error Value Scholar has been disabled,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/24/2019 17:02,2/1/2019 11:16,0,1,Jared Smith,JDE Support Team,9,5,,,Close Ticket,10/25/2019 0:00,Yes
111309,9/26/2019 9:01,Unable to submit Certificates and Service Records,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/2/2019 17:18,2/20/2019 20:10,0,1,Jared Smith,JDE Support Team,10,3,,,New Ticket,10/3/2019 0:00,Yes
111307,9/25/2019 13:46,Test instance: APP-PAY-07722 Error,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/27/2019 8:13,2/26/2019 23:38,0,1,Jared Smith,JDE Support Team,9,5,,,Close Ticket,10/2/2019 0:00,Yes
111302,9/17/2019 16:48,Query Manager Error,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/20/2019 10:39,2/13/2019 4:46,0,1,Jared Smith,SAP Support Team,8,2,,,New Ticket,9/24/2019 0:00,Yes
111276,7/31/2019 9:50,Adding Flexfield,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019 17:33,7/10/2019 23:22,0,1,Jared Smith,JDE Support Team,16,3,,,New Ticket,8/7/2019 0:00,Yes
111260,7/15/2019 15:06,SAP DEV INSTANCE,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/17/2019 17:51,2/16/2019 4:42,0,1,Jared Smith,SAP Support Team,9,1,,,Close Ticket,7/22/2019 0:00,Yes
111256,7/10/2019 10:30,Quick Enroll Error,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/15/2019 14:16,7/13/2018 6:00,0,1,Jared Smith,SAP Support Team,8,1,,,New Ticket,7/17/2019 0:00,Yes
111186,4/25/2019 16:13,testing email alerts,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Resolved,4/25/2019 16:13,,1,1,Jose Satary,Hardware Team,5,0,,,New Ticket,5/2/2019 0:00,Yes
111103,2/1/2019 0:00,Issue on report paths,Kezia Richards,keziar@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,2/2/2019 19:32,,0,1,Jose Satary,JDE Support Team,8,1,,,New Ticket,2/8/2019 0:00,Yes
111472,7/17/2020 10:47,Error upon saving template,Marvin Peters,mpeters@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/28/2020 18:12,,0,1,Jared Smith,SAP Support Team,18,1,,,New Ticket,7/31/2020 0:00,Yes
111394,3/2/2020 15:29,No search results returned in CS 9.2,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,3/3/2020 17:46,,0,1,Jared Smith,SAP Support Team,7,1,,,New Ticket,3/16/2020 0:00,Yes
111270,7/24/2019 9:35,java.lang.NullPointerException in DEV environment,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/26/2019 13:22,,0,1,Jared Smith,SAP Support Team,7,1,,,Close Ticket,8/7/2019 0:00,Yes
111257,7/10/2019 11:22,Open VPN Accounts,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/15/2019 15:17,,0,1,Jared Smith,AWS Team,5,0,,,New Ticket,7/24/2019 0:00,Yes
111236,6/19/2019 13:00,SAP Dev Instance not Accessible,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/1/2019 17:31,,0,1,Jared Smith,SAP Support Team,10,2,,,New Ticket,7/3/2019 0:00,Yes
111124,2/8/2019 9:46,WGET.SH Error Encountered,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,2/13/2019 9:45,,0,1,Raya Musk,SAP Support Team,9,3,,,New Ticket,2/22/2019 0:00,Yes
694807,11/6/2018 6:39,[HELP] Update Process Maker,Pradeep Sharma,pradeep.sharma@outlook.com,Low,Internal Technical Department,Incident / Problem,Web,Open,11/6/2018 6:39,,1,1,Jose Satary,Workday Team,2,0,,,New Ticket,11/20/2018 0:00,Yes
694809,7/11/2018 6:00,GMP-infra,Roland Brown,rbrown@yahoo.com,Low,Internal Technical Department,Incident / Problem,Web,Closed,7/11/2018 8:38,,0,1,Jose Satary,Workday Team,2,0,,,New Ticket,7/25/2018 0:00,Yes
